#### Simulations (1)
# batteryCharge #1
0.0 0.0
0.0 0.0
0.21 12.0
0.21 12.0
9.99999999999983 12.0
10.0 12.0
10.21 11.45
10.21 11.45
20.00000000000031 11.45
20.00000000000065 11.45
20.21000000000068 10.9
20.21000000000068 10.9
30.00000000000182 10.9
30.00000000000233 10.9
30.21000000000236 10.35
30.21000000000236 10.35
40.00000000000053 10.35
40.00000000000121 10.35
40.21000000000117 9.8
40.21000000000117 9.8
49.99999999999855 9.8
49.9999999999994 9.8
50.20999999999936 9.25
50.20999999999936 9.25
59.99999999999658 9.25
59.99999999999761 9.25
60.20999999999756 8.7
60.20999999999756 8.7
69.99999999999885 8.7
70.00000000000006 8.7
70.21000000000016 8.15
70.21000000000016 8.15
80.00000000000396 8.15
80.00000000000534 8.15
80.21000000000545 7.6
80.21000000000545 7.6
90.00000000000908 7.6
90.00000000001063 7.6
90.21000000001074 7.05
90.21000000001074 7.05
100.0000000000142 7.05
100.0000000000159 7.05
100.210000000016 6.5
100.210000000016 6.5
110.0000000000193 6.5
110.0000000000211 6.5
110.2100000000213 5.95
110.2100000000213 5.95
120.0000000000244 5.95
120.0000000000264 5.95
120.2100000000265 5.4
120.2100000000265 5.4
130.0000000000267 5.4
130.0000000000289 5.4
130.2100000000287 4.85
130.2100000000287 4.85
140.0000000000176 4.85
140.00000000002 4.85
140.2100000000198 4.3
140.2100000000198 4.3
150.0000000000086 4.3
150.0000000000112 4.3
150.210000000011 3.75
150.210000000011 3.75
159.9999999999995 3.75
160.0000000000023 3.75
160.2100000000021 3.199999999999999
160.2100000000021 3.199999999999999
169.9999999999905 3.199999999999999
169.9999999999934 3.199999999999999
170.2099999999932 2.65
170.2099999999932 2.65
179.9999999999815 2.65
179.9999999999846 2.65
180.2099999999844 2.1
180.2099999999844 2.1
189.9999999999725 2.1
189.9999999999757 2.1
190.2099999999755 1.550000000000001
190.2099999999755 1.550000000000001
199.9999999999634 1.550000000000001
199.9999999999668 1.550000000000001
200.2099999999666 1.0
200.2099999999666 1.0
209.9999999999543 1.0
209.9999999999579 1.0
210.2099999999577 0.4499999999999993
210.2099999999577 0.4499999999999993
900.009999999346 0.4499999999999993
# robPositionX #1
0.0 0.0
0.0 0.0
0.21 220.0
0.21 220.0
6.999999999999893 220.0
6.999999999999957 220.0
7.209999999999953 227.5
7.209999999999953 227.5
7.999999999999872 227.5
7.999999999999936 227.5
